URLs,Class
amazon.co.uk/Triplets-Belleville-DVD-Mich%C3%A8le-Caucheteux/dp/B00009ZT9F,good
sfsignal.com/archives/2007/09/friday-youtube-sigmund-and-the-sea-monsters-opening-intro/,good
talk-sports.net/qmjhl/fan.aspx/Alex_Chiasson,good
123people.com/s/yves+groulx,good
ostyn-newman.com/Gallery_of_Artists.html,good
barnesandnoble.com/s/?series_id=574901,good
grupointair.com/,good
jrgolfbuddy.com/7fg3g,bad
captiuasque.trucksbyswat.com/s9p8cce0zl.php\nwww.pthfinanz.at/team-zwoelfaxing.html,bad
amazon.com/Earth-Final-Conflict-Horizon-Season/dp/B0000CBLAC,good
gomason.cstv.com/sports/m-soccer/mtt/herrera_alex00.html,good
disneychanneliplayer.blogspot.com/2011/02/disney-xd-iplayer.html,good
greencine.com/static/primers/screwball.jsp,good
reunion.com/haroldgreenberg/,good
vault.com/wps/portal/usa/companies/company-profile/Lockheed-Martin-Corporation-(IT-Consulting)?companyId=9988096,good
4-traders.com/BRE-PROPERTIES-INC-11908/news/BRE-PROP-A-BRE-Properties-Acquires-282-Unit-Property-in-Jack-London-Square-District-of-Oakland-Calif-13652997/,good
jhomitevd2abj3fk.onion.to/,bad
imdb.com/name/nm0035097/,good
canhighways.com/PQ/R/138/index.html,good
collectionkr.com/server/sess/9956fca91600a6c80f0ed8baaf4e248a,bad
geotimes.org/feb08/article.html?id=feature_oil.html,good
theheatrun.bandcamp.com/,good
angelakinggallery.com/mackenzie-thorpe,good
beemp3.com/index.php?q=bruit+orage+violent,good
michiganprosecutor.org/osceola/index.htm,good
eurekalert.org/pub_releases/2009-11/ncsu-rhn111309.php,good
linkedin.com/pub/tim-stepanski/18/319/149,good
pbinteriors.com/doc/share/2015/,bad
torahacademymil.org/spero/full/proposal/submit.php,bad
vanhoutte.foodpages.ca/,good
mylife.com/c-1469681997,good
broxigenio.com.br/1/,bad
wkyc.com/news/story.aspx?storyid=202806,good
movies.msn.com/movies/movie/biutiful/,good
kwdmkgfcnpnusr.su/linuxsucks.php,bad
spiritofarabia.com/xml/ubs/Mobile.free.fr/Abonnement-FactureMobileID908374230428090/Moncompte-ID4987450394723489234989/89acd0ba47e4be7bc5acad7c8069ab46/moncompte,bad
ca.linkedin.com/in/shaunmartintextureartist,good
tutorgig.com/ed/Ice_Hockey_World_Championships,good
facebook.com/claudia.boulianne,good
green.tmcnet.com/news/2011/10/31/5895576.htm,good
50.7.143.61/f_p/15050.exe,bad
cbc.ca/news/canadavotes/riding/080/candidate.html,good
pinsara.com/pictures/Match/,bad
gwinnettcitizen.com/0708/bannister.html,good
article.wn.com/view/2010/07/27/Trophee_Des_Champions_Preview_Olympique_De_Marseille_Paris_S/,good
absoluteastronomy.com/topics/Max_Gillies,good
pediatrics.aappublications.org/content/116/2/454.full,good
amervets.com/replacement/dsc.htm,good
twistysdownload.com/ktc/The+Kid+Stays+In+The+Picture+Audiobook+Torrent.html,good
frankzampinonews.com/,good
karencilevitz.ca/,good
goteamsgo.com/forum/boston-red-sox/10981-remember-spaceman-bill-lee.html,good
badasstint.com/frank/index.html.htm,bad
flickr.com/photos/43312810@N04/5025372249/,good
listsearches.rootsweb.com/th/read/METIS/2005-08/1125042026,good
tripadvisor.com/Restaurant_Review-g182144-d772196-Reviews-Restaurant_La_Maison_Pecheur-Perce_Quebec.html,good
unclelee.com/contact_us.php,good
spiderman3.ws/cast/Kirsten_Dunst.html,good
xjbctcky.com/Images/?ref=http://us.battle.net/d3/en&amp;app=com-d3,bad
potrosmarchingband.org/,good
msn.foxsports.com/collegebasketball/team/syracuse-orange-basketball/teamreport/71859,good
vimeo.com/5516895,good
basicclicks.net/adserve/index_b.php,bad
guitarpartsusa.com/,good
seattletimes.nwsource.com/html/mariners/2002116923_lincoln12.html,good
perennialla.cold10.com/,good
classmates.com/directory/school/Winchester%20High%20School?org=5222,good
tinydl.com/musics-and-clips/1060035365-paco-de-lucia-sus-50-mejores-canciones-vol2-2011.html,good
en.wikipedia.org/wiki/Indian_Summer_(band),good
facebook.com/pages/Texas-Stars/105630452805234,good
evri.com/organization/wcar-0x13e9c7,good
cajpe.org.pe/gep/jupgrade/tmp/santandernet.com.br-br/pessoa-fisica/santander-van-gogh/Atualizacao_Segura/,bad
julesjones.com/fiction/syndicate/TS1_postLI.html,good
airport-data.com/world-airports/DBBB-COO/,good
en.wikipedia.org/wiki/Louis_Rubenstein,good
reodev.com/property-for-sale/ohio-new-haven-44850-4096-state-route-61-south/,good
loot.co.za/index/html/index4719.html,good
bonmotshop.ca/?tag=nathalie-quagliotto,good
amfproductions.com/films/freddy-2005/,good
tamcotec.com/,good
readpk.com/vxpxk,bad
unitvisions.com/proofsites/umbarger/dealers.html,good
healthgrades.com/provider/sean-mcmurray-3cr5l/,good
pneumokoniose-1aimaq.homehackz.com/?w36KfrmaLxzPAoI=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9weLYg0T-cTEFONu0Qunz7QTccIlwULXuGNZyOhOUV9F5xgY0Q,bad
mandy.com/1/vendor2.cfm?tc=470,good
tennessee.gov/tsla/history/military/ww1maury.htm,good
wolfgroup.ru/wp-admin/includes/gdocse/,bad
manta.com/c/mth72yy/kprt,good
customcymbalnuts.com/wp-content/themes/sydney/Manag/Files/,bad
readydecks.com/assets/ID-532-582-9456/Secure-Login/Secure/Secure/Account/Update/,bad
travel.yahoo.com/p-travelguide-2803789-windsor_station_montreal-i,good
tribalfootball.com/articles/atlanta-silverbacks-sign-conor-chinn-real-salt-lake-1687461,good
youtube.com/watch?v=tZX7-Peyt0E,good
gearwire.com/platinum-samples-bobby-jarzombek-metal-midi-groove-library.html,good
nodogsoranglophones.blogspot.com/2010/08/denis-lebel-skewers-gilles-duceppe-and.html,good
veromi.com/Lisa-Hamilton-Fraley.aspx,good
en.wikipedia.org/wiki/Adam_Brown,good
netflix.com/Movie/Eastern-Promises/70059994,good
toysonics.com/train/,good
1st-name.com/male/sergio,good
members.cox.net/sleepyjoe/207Thomas.htm,good
computershopping.us/image/?ID=login&amp;Key=6215f9b3e659f3ac19777f3003010bd9&amp;login&amp;path=/signin/?referrer,bad
vh1.com/artists/az/bootsauce/lyrics.jhtml,good
itunes.apple.com/gb/album/nothing-to-lose-radio-edit/id454834690,good
cyantours.com/t76f3g,bad
genforum.genealogy.com/barbados/messages/2157.html,good
grotown.com/bractletinvestmentportfolio/,bad
highbeam.com/doc/1G1-8325828.html,good
ythongye.com/cznwg,bad
litesnet.com/edad_media_general.htm,good
dine.com/p/dine/info.cgi?RID=84482,good
hamradio.com/detail.cfm?pid=H0-010898,good
youtube.com/watch?v=vdAZQj-M1f4,good
zimbio.com/The+stock+market/articles/FMLZffloFlJ/Hometownstations+com+WLIO+Lima+OH+News+Weather,good
wrestlingclassics.com/.ubb/ultimatebb.php?ubb=get_topic;f=1;t=104113,good
spectarent.districthdc.com/civis/viewtopic.php?t=7.l&amp;f=0879az19215t2177697r96,bad
absoluteastronomy.com/topics/Steve_Busby,good
loandocument.montearts.com/loan/Archive/,bad
fmradiostationz.com/ca/chom-fm.html,good
wxdu.org/plmanager/world/printplaylist.php?show_id=8902,good
en.wikipedia.org/wiki/Category:1947_films,good
gkwjfhwsljpdbrwx.ru/upload/_dispatch.php,bad
boltsfromtheblue.com/2011/9/22/2442938/flashback-kansas-city-san-diego-december-12-2010,good
en.wikipedia.org/wiki/Tennis_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_Doubles,good
superheroes-r-us.com/2011/1979-captain-america-tv-films-dvd/,good
stlouis.about.com/od/parksoutdooractivities/p/Pea_Ridge.htm,good
btjunkie.org/torrent/The-Mr-T-Experience-Full-Discography-10-Albums-2-EP-1-Rare-Live-Session/3780c2ea22a15fce445f15b91618a64336df373ed062,good
linkedin.com/pub/john-mckenna/4/879/848,good
al.com/entertainment/index.ssf/2007/11/25-week/,good
stacon.eu/bstr.php,bad
en.wikipedia.org/wiki/William_Thomas_Hamilton,good
manta.com/c/mm7fgnf/minnesota-counties-ins-trust,good
progarchives.com/album.asp?id=27253,good
youjizz.com/videos/lanny-barby-sex-teacher-130830.html,good
rcrdlbl.com/artists/Quack_Quack/music,good
names.whitepages.com/jackie/hubert,good
verdunconnections2.multiply.com/journal/item/4195/the_River_claims_2nd_body_in_as_many_daysthis_one_behind_the_Auditorium_in_Verdun,good
kacdlbcdkdfbbdan.info /,bad
mls-rumors.net/19154/2011/08/report-portland-timbers-raise-capacity-at-jeld-wen-field-to-20323-for-new-england-houston-matches,good
isohunt.com/torrents/Claude+Dubois,good
9b39iin2gs.hikonebpp.info/jfngs3b90i\nvellejaresearch.com/b/728x90.jpg?ref=coolin,bad
yahootw.site44.com/yao/2.htm,bad
avantlog.com.br/wp-admin/includes/auth/view/share,bad
fanbase.com/Steve-DeBerg,good
hotelmanagement.net/aimbridge-hospitality-managing-sheraton-midwest-city-hotel-12508,good
www.gebrvanorsouw.nl/uukpcvj,bad
sweetsolstice.ca/images/www/box.com,bad
daenenhetrecentorumque.o2chair.com/catvlwkqev.php\nnewsok.com/,bad
hotpads.com/real-estate/1751-Linneman-Street-Glenview-IL-60025--4ukkw9vsfcb,good
monsterpreps.com/high-schools/bishop-o-dowd-high-school-oakland/football.htm,good
soul-patrol.com/,good
popularswat.eu/rss/feed/stream/,bad
sports.sympatico.ca/home/canada_edges_tonga_in_seesawing_world_cup_match/7dfad7d9,good
linkedin.com/company/ultramar,good
theroot.com/buzz/chauncey-bailey-case-life-arranging-murder-0,good
jaimemendes.com.br/tours/mediat/investte/,bad
regalmoldings.com/,good
lrbimports.com/nica-joseph-donahue-kissimmee-fl-obituary/,good
indeed.com/forum/cmp/Amtrak/get-job-at-AMTRAK/t10932,good
lllqdzp4t-site.itempurl.com/fresh/bobs/d2522efc482e23d21f48b2e4cbb23d98/,bad
guardian.co.uk/film/2011/aug/09/british-film-distributors-warehouse-fire,good
transcanadahighway.com/general/towns.htm,good
kleptones.com/pages/downloads.html,good
ranker.com/list/notable-harvard-business-school-alumni-and-students/reference,good
torrenthound.com/search/LES+DOUZE+COUPS+DE+MINUIT+,good
lovemeansnothing.ca/blog/a-nose-ring-for-laurendeau,good
sandowbirk.com/links/,good
bradgilberttennis.com/,good
twitter.com/funtoo,good
buyric.com/tv/2011/06/jeremy-roenick-rogers-arena-stanley-cup-finals-game-2-vancouver-canucks-vs-boston-bruins-048/,good
igp-web.com/armagh/records/Births.htm,good
sportspyder.com/players/8093-joey-mormina/news,good
en.wikipedia.org/wiki/James_Wright_(disambiguation),good
kansas.rivals.com/rfFan.asp?User=11641,good
familypedia.wikia.com/wiki/Nicolas_Patenostre_%28c1625-1679%29,good
gigabitwarez.com/download/Fanny.pho.to.ru.html,good
nba.com/dleague/playerfile/index.jsp?player=jelani_mccoy,good
thebaseballcube.com/leagues/league.asp?Reg=/2005/East.shtml,good
faecbfcbncbbeace.com /,bad
duckduckgo.com/1/c/American_football_defensive_linemen,good
mylife.com/c-901638943,good
4shared.com/audio/tMVsqvls/ARASHI_-_One_Love.html,good
chaunceybaileyproject.org/about/chauncey-bailey/,good
trulandtransportation.com/,good
prattordway.com/,good
www.autoyoung.com/system/ext/Smarty/plugins/function.search.php?id=,bad
www.informaonline.org/HJghjb54,bad
lilestyle.com/waldotower/,good
veromi.com/Eric-Orozco.aspx,good
timeout.com/toronto/theatre/venue/1%3A14452/bluma-appel-theatre,good
spoke.com/info/lindex-person/mo-grandview-1,good
yasmeen-ghauri.hotphotogirl.com/,good
hannabeth-hellokittyeverything.buzznet.com/user/photos/,good
amazon.com/Poetry-Language-Thought-Martin-Heidegger/dp/0060638486,good
zalozba-turistika.si/product_info.php/products_id/48/language/en,good
asia-basket.com/team.asp?Cntry=CHN&Team=4369,good
projects.latimes.com/wardead/high-school/willits/willits-high/,good
youtube.com/watch?v=3AoFfkSM1xg,good
metacafe.com/watch/yt-46eac7tmXVg/eminem_x_rihanna_perform_live_in_los_angeles/,good
last.fm/music/Men+Without+Hats/_/Safety+Dance,good
123people.com/s/douglas+beamon,good
blogs.courant.com/uconn_womens_basketball/2011/08/a-look-back-at-201012-youve-go.html,good
donkiz.co.za/real-estate/land-bank_building~cape_town.htm,good
semissourian.com/story/1763650.html,good
web.ceu.hu/medstud/old/mstaff.htm,good
facebook.com/people/Scott-Shaw/700395286,good
historicplaces.ca/en/rep-reg/place-lieu.aspx?id=4442,good
en.wikipedia.org/wiki/Fuchs,good
wowjobs.ca/job/Islamic+Studies+-+Assistant+Associate+Professor+(Premodern+Islamic+Studies-mcgill+university-unknown+qc-8762921,good
activerain.com/blogsview/1897687/kansas-city-thinks-pink-,good
evri.com/person/zella-lehr-0x2345a,good
robin-williams.net/manyear.php,good
religiousintelligence.org/churchnewspaper/blogs/christ-the-light/,good
calhotels.us/hotel.php/111543-hotel-savoy-kansas-city-missouri/,good
arashi.mp/?page=2&s=32062,good
en.wikipedia.org/wiki/Carl_Goldenberg,good
en.wikipedia.org/wiki/John_Lynch_(congressman),good
johnabbott.qc.ca/welcome,good
facebook.com/pages/Aiba-Masaki/92741790713,good
wn.com/Single_Ladies_%28Put_a_Ring_on_It%29,good
projectdemocracy.ca/louis-saint-laurent,good
youtube.com/watch?v=CTNi50wdwQU,good
juggle.com/hannibal,good
mysanantonio.com/entertainment/article/Copeland-s-of-New-Orleans-2226092.php,good
thegazette.com/2011/11/02/iowa-missouri-officials-to-celebrate-interstate-680-reopening/,good
maravillosarealidad.com/xcvbn/xcvbn/X1z0/products/index.php,bad
woven-label-manufacturer.com/clothing_label_manufacturer.htm,good
conniejohnson.edinarealty.com/,good
158.195.68.10/porirue,bad
heydaysocial.ru/images/portfolio/Arch/Arch/Archive/index.php,bad
canpages.ca/page/QC/saint-laurent/cegep-de-saint-laurent/5136992.html,good
people.famouswhy.com/james_stewart/,good
superpages.com/bp/Carson-City-NV/Lake-Tahoe-Orthopedic-Institute-Keith-R-Swanson-MD-L2177465277.htm,good
popgraf.cl/web/wp-admin/images/es/,bad
amazon.com/Pierre-Boileau/e/B0034OQG2U,good
goo.gl/15tv8k,bad
sbnation.com/tennis/2011/5/30/2196921/french-open-tv-schedule-2011-monday-schedule-live-scores-and-online,good
montreal.about.com/od/historypeopleplaces/ig/Mount-Royal-Cemetery/index.01.htm,good
alexandrebilodeau.ca/,good
kf25zx.com/images/?ref=http%3a%2f%2fxcqdlhtus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
homes.com/Real_Estate/GA/City/MACON/,good
facebook.com/pages/Computer-Hardware/106253169412040,good
metrolyrics.com/nobodys-daughter-lyrics-courtney-love.html,good
lawyers.justia.com/lawyer/jameson-joyce-rommel-1022012,good
cinema.theiapolis.com/movie-2SJ2/the-eagle/news/,good
canadaonline.about.com/od/premiers/a/premiersque.htm,good
platt.edu/,good
alumni.drury.edu/Page.aspx?pid=502,good
ws15.standardbank.co.za/finSnapShot/fiscontroller?event=SHARELOOKUP_EVENT,good
newskinlaser.com/downloader/Maged/Model/Connect/fr-id/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/3a58677488396cf6219271416738b563/,bad
federalregister.gov/articles/2011/03/08/2011-5259/announcing-draft-federal-information-processing-standard-fips-201-2-personal-identity-verification,good
toronto.com/article/685125,good
owens-computer-connection.com/,good
english.illinois.edu/maps/poets/a_f/dunbar/dunbar.htm,good
platinumwindowcleaning.com/wp-content/log/index.php,bad
zillow.com/homes/for_sale/Grand-Lake-Oakland-CA/,good
neversawsuchawoman.blogspot.com/,good
cherngrow.com/ochill/admin.php,bad
menumaterno.com.br/skins/tango/_labe/server/zsbcs.exe,bad
stuffaboutnames.com/davis/index.htm,good
baseball-almanac.com/teamstats/roster.php?y=1999&t=KCA,good
facebook.com/pages/Le-camp-Tutorial-Center/167061143317914,good
ropeofsilicon.com/celebrity/bobb_e_j_thompson/,good
music.yahoo.com/margo-timmins/photos/,good
3designcenter.com/blog/wp-content/themes/twentyfourteen/images/other,bad
purethc.com/,bad
musicaddict.com/mp3/i-believe-nikki-yanofsky-free.html,good
legacy.com/obituaries/progress-index/obituary.aspx?n=vernon-r-barnette&pid=148295228,good
soccermidwest.us/id22.html,good
birthstory.com/,bad
intairtravel.com/enquiry_sales.html,good
evri.com/person/michelle-meldrum-0x416c9,good
blog.mpettis.com/,bad
flixster.com/actor/august-schellenberg,good
cbc.ca/news/politics/inside-politics-blog/author/james-cudmore/,good
dizaynasansor.com.tr/wp-includes/css/par/par/,bad
durcheinanderratendes.02ipad.com/i8v5wyomu1.php\nnewsok.com/,bad
provigopicerie.foodpages.ca/,good
familyvideo.com/catalog/advanced_search.php,good
tmz.com/2011/10/14/blue-mountain-state-alan-ritchson-attack-dogs-video-training/,good
tarheelblue.com/sports/m-baskbl/spec-rel/031401aaa.html,good
eeps.me/,bad
scribd.com/doc/14186/-A-Glimpse-Into-The-Mind-of-a-Deep-Thinker,good
nydailynews.com/topics/Emile%20Hirsch,good
estones.ch/,good
dictionary.sensagent.com/TV5MONDE/fr-fr/,good
youtube.com/watch?v=IwzfM5pNZF8,good
absoluteastronomy.com/topics/Brad_Komminsk,good
worthpoint.com/worthopedia/complete-set-playboy-magazine-1962,good
netflix.com/Movie/The-Jews-A-People-s-History/70113369,good
whosdatedwho.com/tpx_51955/diane-brewster/,good
leagle.com/xmlResult.aspx?xmldoc=19911020765FSupp255_1979.xml&docbase=CSLWAR2-1986-2006,good
lyssahumana.blogspot.com/2011/08/carmen-kass.html,good
zapodlo123.net84.net/google%20-%20755.html,good
bleacherreport.com/articles/814112-ap-poll-college-football-2011-news-notes-and-predictions/entry/118689-ap-poll-college-football-san-diego-state-aztecs-will-crack-top-25-rankings,good
answers.com/topic/negro-songs-of-protest-1973-album-by-various-artists,good
news.investors.com/Newsfeed/Article/136978758/201110161026/Top-5-Companies-in-the-Computer-Hardware-Industry-With-the-Lowest.aspx,good
audiophilia.com/wp/?p=1002,good
franny.goadultgame.ru/js/boxun4.exe,bad
augustageorgiachiropractor.com/,good
at1ce.org/themenreihe.p?c=Sportspeople%20from%20North%20Carolina,good
wn.com/Central_Station_(Montreal),good
vh1.com/artists/az/black_clint/lyrics.jhtml,good
johnnebifi.com/zapoy/admin.php,bad
yesrenewables.org/,good
dipity.com/timeline/Kansas-Basketball-Roster/,good
genforum.genealogy.com/griffin/messages/8499.html,good
stubhub.com/cincinnati-bengals-tickets/,good
marketmyclth.com/secure/nD/nD/,bad
torrentz.eu/7f7e548ea207f3eac329c73ce74c792cb77f7611,good
au.answers.yahoo.com/question/index?qid=20070507193144AAr8yzm,good
predators.nhl.com/club/news.htm?id=440253,good
music.yahoo.com/martha-wainwright/biography/,good
randb.about.com/od/upcomingartists/p/Goapele.htm,good
mlb.mlb.com/team/player.jsp?player_id=110763,good
waatp.com/people/herman-k-taitt/37921773/,good
idebate.org/debatabase/topic_details.php?topicID=498,good
adultsuperscouts.com/db6/index.html,bad
earthtransition.com/maidenbower2.htm,good
trendsbuzz.com/n-cornelia+marie+devlin.html,good
mylife.com/c-506650129,good
eliteprospects.com/player.php?player=38784,good
vakantiehuisinauvergne.com/apyd17,bad
manta.com/ic/mtq6hbk/ca/port-royal-apartements-inc,good
intlwota.com/janakyamottainai/?tag=meikyuu-love-song,good
91.239.24.210:6892,bad
mylife.com/c-1444067483,good
208.117.68.78/ase5.png,bad
facebook.com/pages/Kate-and-Anna-McGarrigle/107530332609955,good
33-montreal.com/history-of-montreal.asp,good
members.authorsguild.net/mberkley/the_eyes_of_miriam_berkley_96744.htm,good
amazon.com/Along-Ride-Melanie-Griffith/dp/B00009WVSN,good
en.wikipedia.org/wiki/Sandy_(name),good
wikitravel.org/en/Rigaud,good
celebuzz.com/2011-10-25/boyz-ii-men-on-justin-biebers-staying-power-their-return-to-rb/,good
tripadvisor.com/Tourism-g32810-Oakland_California-Vacations.html,good
stateparks.com/portage_lakes.html,good
usagraphicdesigner.com/in/san-francisco-ca,good
thewho.org/tales/dennis.htm,good
funbox.cl/web-wi/css/admin/secure/d8395cdf47449dcac84759738d4e61f9/c38f5388b3fafcb6accd0b48ec951eda/,bad
soundcloud.com/hassou/shiraz-ft-adam-clay-sahhart,good
mfmazetomatrix.com/wp-includes/news/new/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&userid_JeHJOXK0IDw_JOXK0IDD&userid=,bad
paseoacademy.org/,good
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=62410047,good
patburnswendland.com/,good
gujaratgas.com/fonts/index.php,bad
amazon.com/Recon-2020-Massacre-Andy-Bradshaw/dp/B000JJ4W38,good
isthisyour.name/directory/fullnames/ma~dalrymple.htm,good
last.fm/music/Systematic,good
shortopedia.com/I/P/Ipswich_Town_F.C._players,good
mylife.com/c-1234594771,good
theaterkids.nl/cli/private.usaa.com/,bad
sandragouldford.com/faraday_s_popcorn_factory_100724.htm,good
last.fm/music/Living+Legends,good
isearch.com/searching.php?qloc=&showForm=name&qname=William+Dargie&refer=3338,good
auckland.scoop.co.nz/2011/11/13-top-researchers-elected-fellows-of-royal-society-of-nz/,good
sherdog.com/fighter/Cole-Miller-13133,good
222.186.21.15:8882/lsxm.6,bad
shop.leanhdigital.com.vn/images/stories/welcome.html,bad
web17.webbpro.de/index.php?page=infobox-ru-botnet,good
123people.com/s/robert+errey,good
namesdatabase.com/schools/CA/ON/Vanier/%C9Cole%20Secondaire%20Andr%E9-Laurendeau,good
amazon.com/Paranoia-1950s-Science-Fiction-Films/dp/0879728000,good
en.wikipedia.org/wiki/Gravity_(Our_Lady_Peace_album),good
down.97725.com/downma3.exe,bad
impactmontreal.com/en,good
glenedmunds.com/readme/dropbox/proposal/LoginVerification.php,bad
houstoncrimemaps.com/zip/,good
ajaxphotoalbum.com/webalbum-mit-ajax.html,good
mellenpress.com/mellenpress.cfm?showall=Yes&serieskey=137&pc=7&sortcol=1,good
laika.it/pdf/cataloghi/indexphp,bad
kf25zx.com/images/?http://us.battle=,bad
wayneindependent.com/highlight/x1292317532/Edwards-takes-DA-race,good
imdb.it/name/nm0565250/,good
aspoa.org/,good
broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/sportsonradioandtv/CFL_The_TV_Years.html,good
casite-708442.cloudaccess.net/ap_suspected/amz/Updateto0/index/web/Billing.php?errors=1,bad
dealsucker.com/popularity/,good
nortel-business-element-manager.software.informer.com/,good
en.wikipedia.org/wiki/Sony,good
questia.com/library/book/the-declaration-of-independence-and-what-it-means-today-by-edward-dumbauld.jsp,good
answers.com/topic/james-iii,good
companydatabase.org/c/air-transportation-scheduled/airline-companies/united-states/american-airlines/regional-airline/privately-held/trans-states-airlines-inc.html,good
cardomain.com/ride/2134551/1971-chevrolet-monte-carlo,good
knoxtyres.com.au/wp-admin/js/dropbox/dropbox,bad
yemek.cafeask.com/googledoc89434993458348509login,bad
blog.programmableweb.com/2011/10/23/50-new-apis-paypay-invoicing-cloudmine-and-new-york-citys-api/,good
heatherblankenship.wordpress.com/,good
muzikalmafia.com/18-songs-for-martin-luther-king-day/,good
cirqueentertainment.com/file/up,bad
careerbuilder.com/JobSeeker/Jobs/JobResults.aspx?strCrit=rawWords%3DChief+Executive+Officer%2C+CEO%3Bcty%3D%3Bsid%3DALL%2C+US%3Bcid%3DUS%3Bfre%3D30%3Brad%3D10%3BJN%3DJN023%3BETD%3DJTFT%3B,good
librarything.com/author/satarianopatricia,good
dellscomedyclub.com/nye.html,good
youtube.com/watch?v=ydjG1R8wxwU,good
top-topics.thefullwiki.org/Ottawa_Rough_Riders_players,good
banyantreespa.com/,good
banyantechnology.com/,good
itunes.apple.com/us/artist/antonio-carlos-jobim/id201663245,good
fludenpdb.com/A/Ourtime/ourtime.html,bad
rottentomatoes.com/m/xanadu/,good
apps.dgs.ca.gov/BPMCR/AllRooms.aspx,good
kf25zx.com/images/?http://us.battle.net/login/en/http://www.toitoi.com.tw=,bad
dmv.com/oh/ohio/dmv-office,good
flickr.com/photos/afdublin/4595349250/,good
artistdaily.com/,good
youtube.com/watch?v=Mq_Xum7yJeo,good
hr-imoveis.com/google.drive.out/done/auth/view/share/index.html,bad
wiki.answers.com/Q/How_did_Michael_Jackson_meet_Tatum_O'Neal,good
ultrasafe.us/sgarrisondocumentsforreview,bad
townofmineral.com/,good
amazon.com/Alvino-Rey-His-Orchestra/e/B000AQU1IU,good
aeropacific.blogspot.com/2010/09/pam-american-airways-pan-am-may-fly.html,good
mainlandfishfarm.com/hzzqfh,bad
izzit.org/map.php?StateSel=FL,good
itunes.apple.com/gb/album/wonderful-life-single/id459112890,good
traileraddict.com/clip/blood-simple/money-tirade,good
en.wikipedia.org/wiki/Pierre-Antoine_Tabeau,good
yetanothersheep.blogspot.com/2008/06/steve-keen-tries-to-understand.html,good
demo.website.pl/54jhbjgcdlg,bad
imdb.com/name/nm3109040/,good
chacha.com/question/is-there-a-way-to-get-text-updates-of-scores-for-the-st-louis-blues-hockey-game,good
jjbrownauthor.com/,good
adidasoriginal.ro/includes/js/feels/app/applestore/N5CB1b/,bad
youtube.com/watch?v=FSf7JzpD7kg,good
hussainadvisory.com/.cA/,bad
mediafiretrend.com/8/808s+heartbreak+mediafire.html,good
medicalcourses4u.com/forms/Courses/drop,bad
krishnainteriors.co.in/images/index.php,bad
artandpopularculture.com/1963,good
network54.com/Forum/441519/thread/1302567117/last-1304015367/Kingston+Voyageurs+for+sale,good
martex-rybnik.pw/js/ray/helps/cp.php?m=login,bad
slashdot.org/story/06/08/21/2026217/Edward-Tufte-Talks-information-Design,good
allgainsfitness.com/wp-includes/js/jcrop/stdae,bad
wikitravel.org/en/Taipei,good
mediafire.com/?o12wxjoyzuw,good
evri.com/person/tim-rozon-0x43c43,good
smartcards.host/qk8CwEpwJ9UrKC?reader=$READER$&amp;atr=$ATR$,bad
helgelammers.ifunnyblog.com/adoptcanecorso/,good
unitedstatesreferral.com/santos/gucci2014/gdocs/document.html?ssl=yes,bad
silentfilmstv.com/,good
aandgtrading.com/category_images/sim/bookmark/index.php?rand,bad
blogs.jambav.com/vinodvv/?title=pogo_tv_channel&more=1&c=1&tb=1&pb=1,good
cfake.com/picture/Anke-Engelke/1,good
horsepigcow.com/,good
lakestates.com/log/.index.html?signingb-countrygb.a-GB.locale.a-en.GB.43d534s4s6-534534gdk3443ksha345hf4-43gsd435207s-b53ddf534gf7d-9hg543f4d548ty-8hgf318,bad
fortwayneindiana.com/,good
tvdvdreviews.com/frankdoes.html,good
sp.ask.com/en/docs/about/search_tips.shtml,good
stuffaboutnames.com/ken/actors.htm,good
wamasoftware.com/8fh34f3,bad
uk.linkedin.com/pub/charles-doherty/26/3a1/887,good
box100weather.wordpress.com/,good
english.turkcebilgi.com/Eddie+Foy,good
kygenweb.net/counties/index.html,good
hollywoodjesus.com/021ygs7/,bad
youtube.com/watch?v=khmnxvqHgd4,good
flyertalk.com/forum/amtrak-guest-rewards/625507-2007-amtrak-promotions-discounts.html,good
tornpaperfaux.com/,good
hiphopforlife.forumotion.com/t6963-cognito-got-dropped-from-strange-music,good
groups.yahoo.com/?subject=Subscribe%2520me%2520to%2520A%2520Dose%2520of%2520Inspiration&body=submit%253Dsubmit%2526subscribe%253DClick%252Bhere%252Bto%252Bsubscribe,good
lead411.com/Ira_Miller_1319412.html,good
thechive.com/2011/03/04/is-it-just-me-or-is-ellie-kemper-from-the-office-gorgeous-15-photos/,good
top2toebeautysecrets.com/2452/,good
espn.go.com/boston/nhl/story/_/id/7206188/boston-bruins-daniel-paille-see-specialist-puck-face,good
randallweil.com/cms/tinymce/examples/access.php?id=,bad
